objectId,Year,Make,Model,Category,createdAt,updatedAt 
kpQWwpRPqK,2018,INFINITI,Q70,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
tSz4eSOjAr,2018,Hyundai,Kona,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
bxmj5uRvZZ,2018,Jaguar,XE,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
gFKkv8mUuG,2018,Jeep,Wrangler Unlimited,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
mFwiR5HAQP,2018,Jeep,Cherokee,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
VhNo0fmgw5,2018,Jaguar,F-TYPE,"Convertible, Coupe",2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
91YQzL1DJT,2018,Kia,Sorento,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
5a3RBBhlao,2018,Kia,Forte5,Hatchback,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
sQFsviHVSh,2018,Kia,Optima Hybrid,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
IHiL65lDrQ,2018,Kia,Forte,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
7pUwvQCBFo,2018,Kia,Cadenza,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
aSvuYTBVa6,2018,Jeep,Wrangler,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
9R1pZTW02Y,2018,Kia,Soul EV,Wagon,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
6GwU4IUwBs,2018,Jeep,Grand Cherokee,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
txwfyKQSp9,2018,Kia,Niro Plug-in Hybrid,Wagon,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
yCOUW8AiiP,2018,Lexus,LX,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
gvgmGxsj0e,2018,INFINITI,QX30,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
kD2qyNpxf0,2018,Kia,Optima Plug-in Hybrid,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
L7TWxCvHEG,2018,Kia,Soul,Wagon,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
OVAcu6hi9v,2018,Land Rover,Discovery,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
F6EKToMu6r,2018,Kia,Stinger,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
JA8OR6EIYv,2018,Kia,Sedona,Van/Minivan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
TD5F16yzDp,2018,Lexus,GS,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
LTQwRg5t87,2018,Jeep,Compass,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
pBzUQ3LfMm,2018,Land Rover,Range Rover Velar,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
fXSIzKY7v7,2018,Land Rover,Range Rover,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
lHsPHcslEx,2018,Kia,Sportage,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
N1ShBZcDxF,2018,Kia,Niro,Wagon,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
mrq9ODcY4K,2018,Kia,Optima,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
MLZdOGrBjJ,2018,Lamborghini,Huracan,Coupe,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
rJCnYjFOwT,2018,Kia,Rio,"Sedan, Hatchback",2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
ErhwnyOIDC,2018,Land Rover,Discovery Sport,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
kV80KmMsOj,2018,Lexus,LC,Coupe,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
9cJnPmJAvK,2018,Lexus,IS,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
VNMhuiei55,2018,Lincoln,MKC,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
JwAgsIY14J,2018,Lexus,RC,Coupe,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
d6rGvhCEgB,2018,Land Rover,Range Rover Evoque,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
EjflK2oezr,2018,Lincoln,Continental,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
GhnFU0opPj,2018,Lexus,RX,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
AVA8HfQb25,2018,Lexus,LS,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
GHTBaBwBEH,2018,Land Rover,Range Rover Sport,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
X9qMYm3I2m,2018,Lexus,ES,Sedan,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
iAKn3WmE5Y,2018,Lexus,NX,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
9UgnNJzaIc,2018,Lamborghini,Aventador,"Convertible, Coupe",2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
SwGavGCXOk,2018,Lexus,GX,SUV,2020-01-27T20:44:18.263Z,2020-01-27T20:44:18.263Z
Q0snpBL9Tj,2018,Lincoln,MKT,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
AHfjxgM8xK,2018,Lincoln,Navigator L,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
PItC6QhNna,2018,Maserati,Quattroporte,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
KGLQ7JN4xT,2018,Maserati,Levante,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Qqvf5GEzCw,2018,Mercedes-Benz,GLS,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
NK2GVV8Ssk,2018,MAZDA,MX-5 Miata RF,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
O4RpSwsklJ,2018,Mercedes-Benz,GLC Coupe,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
nE6KNif6WJ,2018,Lincoln,MKX,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
SuukHkkr3E,2018,Mercedes-Benz,Mercedes-AMG G-Class,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
HPU8FJ4tKi,2018,MAZDA,CX-5,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
BvVePY8v2w,2018,Lotus,Evora 400,Coupe,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
yUM5JvdmkF,2018,McLaren,570GT,Coupe,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
vxnLUUrtOf,2018,Lincoln,Navigator,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
tppEtXaTjn,2018,Mercedes-Benz,GLE,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
huciYfZqei,2018,Lincoln,MKZ,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
6wiCpEUxVn,2018,Maserati,GranTurismo,"Coupe, Convertible",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Ty4kcJAYGW,2018,McLaren,720S,Coupe,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
EIH8gRBq7I,2018,Maserati,Ghibli,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
jPZN9FgFi8,2018,MAZDA,MAZDA6,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
9Yg5Cg3B1V,2018,McLaren,570S,"Coupe, Convertible",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
SSMZwlmIl5,2018,Mercedes-Benz,G-Class,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
GZCj51MKh9,2018,MAZDA,CX-9,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
7ZQRNEBW67,2018,Mercedes-Benz,CLA,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
HIb0SLaSFm,2018,Mercedes-Benz,CLS,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
NLCh3BqS9e,2018,Mercedes-Benz,E-Class,"Sedan, Coupe, Convertible, Wagon",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
hPDJFescoO,2018,MAZDA,MAZDA3,"Sedan, Hatchback",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
YRgjSlaYvX,2018,MAZDA,MX-5 Miata,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
swsWeiRft1,2018,MAZDA,CX-3,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
LF0Im0UF9d,2018,Mercedes-Benz,C-Class,"Convertible, Coupe, Sedan",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
y4VQc62dH7,2018,Mercedes-Benz,Mercedes-AMG GLE,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
QjzMFagPfC,2018,Mercedes-Benz,Mercedes-AMG CLA,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
IAUc63JG99,2018,Mercedes-Benz,Mercedes-AMG GLC Coupe,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
SlZTsGrenZ,2018,Mercedes-Benz,Mercedes-AMG SLC,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
3EMyxl8CJn,2018,Mercedes-Benz,Mercedes-AMG SL,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
uzUoh2pwTL,2018,Mercedes-Benz,Mercedes-AMG GLC,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Dq6fq2sspY,2018,Mercedes-Benz,Mercedes-AMG E-Class,"Sedan, Wagon",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
GDUK4bV8vh,2018,Mercedes-Benz,Mercedes-AMG GLE Coupe,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
mn9ib1RNtm,2018,Mercedes-Benz,Mercedes-AMG CLS,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
BAnHbFWtEc,2018,Mercedes-Benz,Sprinter 2500 Crew,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Ex8EzRDcX9,2018,Mercedes-Benz,GLA,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Riqo0gMZox,2018,Mercedes-Benz,GLC,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
zTGxrw6DJr,2018,Mercedes-Benz,SLC,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
koug6Sf2Rl,2018,Mercedes-Benz,Mercedes-AMG GT,"Coupe, Convertible",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
t0vuwFGYv9,2018,Mercedes-Benz,Metris Passenger,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
I28IPbvQUm,2018,Mercedes-Benz,Mercedes-AMG GLA,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
3V5050nXrb,2018,Mercedes-Benz,Sprinter 2500 Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
kYeY0Gi99l,2018,Mercedes-Benz,Mercedes-AMG GLS,SUV,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
nCuk4ajs5s,2018,Mercedes-Benz,Mercedes-AMG C-Class,"Convertible, Sedan, Coupe",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
yERgIqO11b,2018,Mercedes-Benz,Metris WORKER Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
AuSNYkd2G4,2018,Mercedes-Benz,Mercedes-AMG S-Class,"Coupe, Convertible, Sedan",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
wBRLGeKd6A,2018,Mercedes-Benz,Metris Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
0dAtYD141Z,2018,Mercedes-Benz,Metris WORKER Passenger,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
F0yS4d1j16,2018,Mercedes-Benz,Mercedes-Maybach S-Class,Sedan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
Sj02XSHP62,2018,Nissan,LEAF,Hatchback,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
G9zrlY3GCI,2018,MINI,Countryman,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
UfR8Wp6uSS,2018,Nissan,Armada,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
ZVh0Y8gAa3,2018,Mercedes-Benz,SL,Convertible,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
ar0IpXMbmy,2018,Mitsubishi,Outlander,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
oNJCkbiXjh,2018,Nissan,Altima,Sedan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
LemocimRul,2018,Mercedes-Benz,Sprinter 3500 XD Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
ufOJFGgiR6,2018,MINI,Convertible,Convertible,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
xrMrs8FQS8,2018,Nissan,Frontier King Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
8eBhjKBH0B,2018,MINI,Hardtop 2 Door,Hatchback,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
UTTMHHUkFc,2018,Mitsubishi,Outlander PHEV,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
Y7iileUceB,2018,MINI,Hardtop 4 Door,Hatchback,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
GdvGc2M5At,2018,MINI,Clubman,Hatchback,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
8f2Vud5ZCH,2018,Mercedes-Benz,Sprinter 2500 Passenger,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
dHBZ9165gQ,2018,Nissan,Frontier Crew Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
cORBiFMbiQ,2018,Mitsubishi,Mirage,Hatchback,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
SAJirMn0s0,2018,Mercedes-Benz,Sprinter WORKER Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
5ItpAY7jB3,2018,Mitsubishi,Mirage G4,Sedan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
f5z8PkebBn,2018,Mitsubishi,Eclipse Cross,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
TyV6ZfnRXP,2018,Nissan,Maxima,Sedan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
ARU4SarENN,2018,Nissan,Murano,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
6BFENxUe8g,2018,Mercedes-Benz,Sprinter 3500 Cargo,Van/Minivan,2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
ddgyQvibMG,2018,Mercedes-Benz,S-Class,"Sedan, Coupe, Convertible",2020-01-27T20:44:18.296Z,2020-01-27T20:44:18.296Z
AmEbTiBuEp,2018,Mitsubishi,Outlander Sport,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
lkL7WAqI1e,2018,Nissan,TITAN XD Crew Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
Jqnl8OQac9,2018,Nissan,NV3500 HD Passenger,Van/Minivan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
d62LXnqGUr,2018,Nissan,NV200,Van/Minivan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
9XR9ZEuNEp,2018,Nissan,370Z,"Coupe, Convertible",2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
CWcSTww0pB,2018,Nissan,Titan Crew Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
Lny8N0cwjf,2018,Nissan,NV3500 HD Cargo,Van/Minivan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
FTvTCUi8xm,2018,Nissan,GT-R,Coupe,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
y4HXKP37Eu,2018,Nissan,TITAN XD Single Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
ObaAAvOTcC,2018,Nissan,NV2500 HD Cargo,Van/Minivan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
yKjSNJpKsf,2018,Nissan,Kicks,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
XPMJBJ1Mwt,2018,Nissan,TITAN XD King Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
FbWZOZyyeA,2018,Nissan,NV1500 Cargo,Van/Minivan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
SyFgiJjDMh,2018,Nissan,TITAN Single Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
jf3H9uolva,2018,Nissan,Rogue Sport,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
BdAehTrB0h,2018,Porsche,718 Boxster,Convertible,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
UAZ6foKrCX,2018,Nissan,Rogue,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
9SOHGpuZrj,2018,Nissan,Sentra,Sedan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
E7Ci3jwVdD,2018,Porsche,911,"Coupe, Convertible",2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
m2MvCyXsKG,2018,Nissan,Versa,Sedan,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
Vd4cnhNAk0,2018,Nissan,Versa Note,Hatchback,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
EeSxMIZCN3,2018,Nissan,Pathfinder,SUV,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
mN2Zx8uPh9,2018,Porsche,718 Cayman,Coupe,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
XUWMrL4K17,2018,Nissan,Titan King Cab,Pickup,2020-01-27T20:44:18.297Z,2020-01-27T20:44:18.297Z
aYjtMRAyoh,2018,Porsche,Cayenne,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
78AsbkBrgi,2018,Ram,2500 Regular Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
INYpdXLEu4,2018,Ram,1500 Quad Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
JSke1kFGq7,2018,Rolls-Royce,Ghost,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
DyW5SGWCZh,2018,Subaru,Crosstrek,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
3J4eCwWTC0,2018,Ram,1500 Regular Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
HWeRk3PTxi,2018,Ram,3500 Regular Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
GDCmpEs4xt,2018,Tesla,Model S,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
seCyL6JjRd,2018,smart,fortwo electric drive,Hatchback,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
YM4VOD2rla,2018,Rolls-Royce,Wraith,Coupe,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
SqNCX2u7J5,2018,Ram,1500 Crew Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
hvMBHcvi5L,2018,Ram,ProMaster Cargo Van,Van/Minivan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
ziBTCyL9f0,2018,Ram,2500 Crew Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
pF5FNDGtOk,2018,Ram,2500 Mega Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
7FdBh6D98a,2018,Porsche,Panamera,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
3bxItBqAoo,2018,Porsche,Macan,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
LkpgAXEtDt,2018,Tesla,Model 3,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
wjSCIVBMqW,2018,Ram,3500 Crew Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
NRd4F8DKlc,2018,Subaru,Forester,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
w4N7rvc53U,2018,Rolls-Royce,Dawn,Convertible,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
yxl7sKsOUW,2018,Ram,ProMaster City,Van/Minivan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
tYk3YBmdPx,2018,smart,fortwo electric drive cabrio,Convertible,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
I4AvRi5ovk,2018,Ram,ProMaster Window Van,Van/Minivan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
BIbFIPl2HG,2018,Subaru,WRX,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
zwdDwVoNuU,2018,Ram,3500 Mega Cab,Pickup,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
58ttTh7bAQ,2018,Subaru,Impreza,"Wagon, Sedan",2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
AtKIXrQ9mA,2018,Rolls-Royce,Phantom,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
RrCG150xWH,2018,Subaru,BRZ,Coupe,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
ThQahSR6t6,2018,Toyota,Avalon Hybrid,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
5mXoNQtbf8,2018,Subaru,Legacy,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
GVyqutp8Iv,2018,Toyota,86,Coupe,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
Bp0u8aWf2F,2018,Toyota,Avalon,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
i7jBQWW8cE,2018,Toyota,C-HR,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
AkKzXhxNiQ,2018,Toyota,4Runner,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
IRyHp5AU2Z,2018,Subaru,Outback,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
kCVim3Sc6t,2018,Toyota,Corolla iM,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
SjIzWAQaCt,2018,Toyota,Highlander,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
IWab0SsTsy,2018,Toyota,Camry,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
7RJXclbJkU,2018,Toyota,Mirai,Sedan,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
gAFOujFxbQ,2018,Toyota,Highlander Hybrid,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
ehAavj5bqN,2018,Toyota,Camry Hybrid,Sedan,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
SkvAvsHl1d,2018,Toyota,Prius,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
OzFz0IFbBt,2018,Toyota,Land Cruiser,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
lVDwC2aHsj,2018,Toyota,Corolla,Sedan,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
egHxpEL2Ce,2018,Toyota,Prius c,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
OvV2DrxmMF,2018,Tesla,Model X,SUV,2020-01-27T20:44:18.330Z,2020-01-27T20:44:18.330Z
kCmCP1BBkg,2018,Toyota,Prius Prime,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
38m1DCVkd5,2018,Toyota,Tacoma Access Cab,Pickup,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
l6lwPTsXfB,2018,Toyota,Sequoia,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
GGDhl36BJQ,2018,Toyota,Tundra CrewMax,Pickup,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
GmzgIQRDZy,2018,Toyota,Sienna,Van/Minivan,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
iYlR97NsQb,2018,Toyota,RAV4,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
qj5txeYBRL,2018,Toyota,Tacoma Double Cab,Pickup,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
ApaHy9UHQP,2018,Toyota,RAV4 Hybrid,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
hNaVsAsWPG,2018,Toyota,Tundra Double Cab,Pickup,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
E3PZVNOCs3,2018,Volkswagen,Golf,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
aCFfDtNamP,2018,Volkswagen,Golf GTI,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
kp2WLxTfc0,2018,Volkswagen,Tiguan,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
YDojab8nIr,2018,Volvo,V90,Wagon,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
cC9GpaVVge,2018,Volkswagen,Golf R,Hatchback,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
ieJoI1ZVqV,2018,Volvo,S60,Sedan,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
g1CEEt1ukf,2018,Volkswagen,Atlas,SUV,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
TR67shyTki,2018,Volkswagen,Golf Alltrack,Wagon,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
EZ6OHmNdq3,2018,Volvo,V60,Wagon,2020-01-27T20:44:18.331Z,2020-01-27T20:44:18.331Z
